estudiantes	agno_ingreso	tipo_ie	nem	psu	ranking_10	ranking_75	dependencia	año_egreso	QUINTIL
95	2013	CFT	55a60	S/I	0	0	MUN	2008oAnterior	4
95	2013	IP	40a50	S/I	0	0	PS	2008oAnterior	1
95	2013	IP	50a55	475a500	0	0	PS	2012	5
95	2013	U-PRIVADA	50a55	S/I	0	0	PS	2008oAnterior	2
95	2013	U-PRIVADA	55a60	S/I	0	0	PS	2008oAnterior	3
95	2013	U-PRIVADA	60a70	500a550	1	1	PS	2012	2
95	2013	U-PRIVADA	60a70	600a700	0	0	PS	2012	5
94	2013	CFT	55a60	S/I	0	0	PS	2012	1
94	2013	IP	60a70	S/I	0	0	PS	2008oAnterior	3
94	2013	U-CRUCH	55a60	600a700	0	0	MUN	2012	4
94	2013	U-CRUCH	60a70	500a550	0	0	PS	2012	4
94	2013	U-CRUCH	S/I	500a550			S/I	S/I	1
94	2013	U-PRIVADA	50a55	100a475	0	0	PS	2011	1
94	2013	U-PRIVADA	50a55	550a600	0	0	PS	2011	5
93	2013	IP	40a50	100a475	0	0	MUN	2012	3
93	2013	IP	50a55	S/I	0	0	MUN	2012	3
93	2013	IP	55a60	S/I	0	0	MUN	2009	1
93	2013	U-CRUCH	55a60	550a600	0	0	MUN	2011	1
93	2013	U-CRUCH	60a70	550a600	0	0	MUN	2012	3
93	2013	U-PRIVADA	50a55	475a500	0	0	PS	2011	3
92	2013	CFT	60a70	100a475	0	0	MUN	2012	1
92	2013	IP	55a60	475a500	0	0	PS	2012	3
92	2013	U-CRUCH	50a55	600a700	0	0	PS	2012	2
92	2013	U-CRUCH	55a60	500a550	0	0	PS	2011	4
92	2013	U-CRUCH	60a70	600a700	0	0	PS	2008oAnterior	2
92	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2012	3
91	2013	CFT	55a60	S/I	0	0	MUN	2010	1
91	2013	IP	50a55	500a550	0	0	PS	2012	5
91	2013	IP	55a60	S/I	0	0	PS	2010	3
91	2013	U-CRUCH	60a70	550a600	0	0	MUN	2011	2
91	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2012	3
91	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2011	2
91	2013	U-PRIVADA	55a60	600a700	0	0	PS	2011	5
91	2013	U-PRIVADA	55a60	S/I	0	0	PS	2008oAnterior	2
90	2013	IP	40a50	100a475	0	0	MUN	2011	2
90	2013	IP	50a55	475a500	0	0	PS	2011	2
90	2013	U-CRUCH	S/I	550a600			S/I	S/I	3
89	2013	CFT	40a50	100a475	0	0	MUN	2012	1
89	2013	IP	40a50	100a475	0	0	PS	2011	4
89	2013	IP	40a50	S/I	0	0	MUN	2008oAnterior	4
89	2013	IP	40a50	S/I	0	0	PS	2012	2
89	2013	IP	50a55	100a475	0	0	PS	2010	2
89	2013	IP	55a60	500a550	0	0	MUN	2012	1
89	2013	U-CRUCH	60a70	500a550	1	1	PS	2012	3
89	2013	U-CRUCH	S/I	600a700			S/I	S/I	3
89	2013	U-PRIVADA	S/I	500a550			S/I	S/I	4
88	2013	IP	55a60	S/I	0	0	PS	2008oAnterior	5
88	2013	U-CRUCH	60a70	550a600	0	0	PS	2011	4
88	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2012	4
88	2013	U-PRIVADA	50a55	475a500	0	0	MUN	2012	1
88	2013	U-PRIVADA	50a55	550a600	0	0	PS	2011	1
88	2013	U-PRIVADA	60a70	600a700	0	0	PS	2012	4
87	2013	CFT	55a60	100a475	0	0	MUN	2012	4
87	2013	IP	55a60	S/I	0	0	MUN	2010	3
87	2013	U-PRIVADA	55a60	475a500	0	0	PS	2011	2
86	2013	CFT	55a60	500a550	0	0	PS	2012	1
86	2013	IP	55a60	S/I	0	0	PS	2011	1
86	2013	U-PRIVADA	60a70	500a550	1	1	PS	2012	1
85	2013	U-CRUCH	55a60	600a700	0	0	PS	2008oAnterior	2
85	2013	U-CRUCH	60a70	500a550	0	0	PS	2011	2
85	2013	U-PRIVADA	60a70	550a600	0	0	PS	2011	2
85	2013	U-PRIVADA	60a70	550a600	0	0	PS	2012	5
84	2013	CFT	50a55	475a500	0	0	PS	2012	1
84	2013	IP	55a60	475a500	0	0	PS	2011	2
84	2013	U-PRIVADA	50a55	475a500	0	0	PS	2011	4
84	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2011	2
83	2013	CFT	50a55	S/I	0	0	MUN	2011	2
83	2013	CFT	55a60	S/I	0	0	MUN	2010	2
83	2013	IP	50a55	500a550	0	0	MUN	2012	1
83	2013	U-CRUCH	50a55	475a500	0	0	PS	2012	1
83	2013	U-CRUCH	50a55	600a700	0	0	PS	2012	4
82	2013	CFT	50a55	S/I	0	0	PS	2010	4
82	2013	IP	50a55	500a550	0	0	PS	2011	1
82	2013	IP	55a60	S/I	0	0	MUN	2011	1
82	2013	IP	55a60	S/I	0	0	MUN	2012	2
82	2013	U-PRIVADA	55a60	475a500	0	0	PS	2011	3
81	2013	IP	40a50	S/I	0	0	PS	2009	2
81	2013	U-CRUCH	50a55	475a500	0	0	PS	2012	2
81	2013	U-CRUCH	S/I	550a600			S/I	S/I	1
81	2013	U-PRIVADA	55a60	600a700	0	0	PS	2011	2
80	2012	CFT	55a60	100a475	0	0	PS	2011	3
80	2013	U-CRUCH	55a60	475a500	0	0	MUN	2012	1
80	2013	U-CRUCH	55a60	500a550	0	0	MUN	2012	4
79	2013	IP	40a50	100a475	0	0	MUN	2011	1
79	2013	IP	50a55	550a600	0	0	PS	2012	2
79	2013	IP	50a55	S/I	0	0	PS	2012	4
79	2013	IP	55a60	S/I	0	0	PS	2010	4
79	2013	IP	55a60	S/I	0	0	PS	2011	2
79	2013	IP	60a70	S/I	0	0	PS	2008oAnterior	4
79	2013	U-CRUCH	50a55	500a550	0	0	MUN	2012	3
79	2013	U-CRUCH	55a60	600a700	0	0	PS	2011	1
79	2013	U-CRUCH	60a70	600a700	0	0	PS	2008oAnterior	3
79	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2011	1
78	2013	CFT	55a60	S/I	0	0	PS	2010	1
78	2013	IP	50a55	S/I	0	0	MUN	2010	4
78	2013	IP	55a60	S/I	0	0	PS	2012	2
78	2013	IP	60a70	S/I	0	0	MUN	2008oAnterior	4
78	2013	U-CRUCH	50a55	550a600	0	0	PS	2011	1
78	2013	U-CRUCH	S/I	S/I			S/I	S/I	2
78	2013	U-PRIVADA	55a60	100a475	0	0	MUN	2012	3
77	2013	IP	40a50	S/I	0	0	PS	2010	1
77	2013	IP	50a55	100a475	0	0	PS	2010	1
77	2013	IP	50a55	475a500	0	0	PS	2011	1
77	2013	U-PRIVADA	55a60	500a550	0	0	PS	2011	5
77	2013	U-PRIVADA	60a70	550a600	1	1	PS	2012	1
77	2013	U-PRIVADA	60a70	550a600	1	1	PS	2012	2
77	2013	U-PRIVADA	60a70	600a700	0	0	PS	2011	4
77	2013	U-PRIVADA	S/I	100a475			S/I	S/I	3
76	2013	CFT	50a55	475a500	0	0	PS	2012	3
76	2013	IP	55a60	475a500	0	0	MUN	2012	2
76	2013	IP	55a60	S/I	0	0	MUN	2009	3
76	2013	IP	60a70	S/I	0	0	PS	2008oAnterior	1
76	2013	U-CRUCH	55a60	475a500	0	0	PS	2012	1
76	2013	U-PRIVADA	55a60	600a700	0	0	PP	2012	4
76	2013	U-PRIVADA	60a70	600a700	0	0	PS	2012	2
75	2012	CFT	40a50	100a475	0	0	PS	2011	2
75	2013	CFT	50a55	500a550	0	0	PS	2012	3
75	2013	CFT	55a60	S/I	0	0	PS	2010	2
75	2013	IP	50a55	100a475	0	0	MUN	2010	1
75	2013	IP	55a60	500a550	0	0	PS	2011	3
75	2013	U-CRUCH	50a55	550a600	0	0	PS	2011	3
75	2013	U-CRUCH	60a70	600a700	0	0	PP	2012	2
75	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2011	1
75	2013	U-PRIVADA	60a70	100a475	1	1	MUN	2012	1
75	2013	U-PRIVADA	S/I	550a600			S/I	S/I	2
74	2013	CFT	50a55	S/I	0	0	PS	2008oAnterior	5
74	2013	IP	50a55	100a475	0	0	MUN	2008oAnterior	2
74	2013	U-CRUCH	55a60	550a600	0	0	MUN	2011	3
74	2013	U-CRUCH	60a70	500a550	0	0	MUN	2011	2
74	2013	U-CRUCH	60a70	600a700	0	0	MUN	2011	4
74	2013	U-CRUCH	60a70	600a700	1	0	PS	2012	5
74	2011	U-PRIVADA	50a55	S/I	0	0	PS	2008oAnterior	5
73	2013	CFT	40a50	100a475	0	0	PS	2011	1
73	2013	IP	40a50	100a475	0	0	MUN	2012	4
73	2013	IP	50a55	475a500	0	0	MUN	2012	2
73	2013	U-CRUCH	50a55	500a550	0	0	PS	2011	4
73	2013	U-CRUCH	55a60	550a600	0	0	PP	2012	5
73	2013	U-CRUCH	S/I	S/I			S/I	S/I	3
73	2013	U-PRIVADA	60a70	550a600	0	0	PS	2012	1
72	2013	CFT	40a50	100a475	0	0	PS	2012	4
72	2013	IP	50a55	100a475	0	0	MUN	2010	2
72	2013	IP	60a70	100a475	0	0	MUN	2012	2
72	2013	U-CRUCH	55a60	550a600	0	0	MUN	2011	2
72	2013	U-CRUCH	60a70	600a700	0	0	PS	2009	2
72	2013	U-PRIVADA	40a50	100a475	0	0	PS	2012	2
71	2013	CFT	50a55	S/I	0	0	MUN	2010	3
71	2013	CFT	55a60	475a500	0	0	MUN	2012	1
71	2012	CFT	55a60	S/I	0	0	MUN	2009	1
71	2013	IP	60a70	100a475	0	0	MUN	2011	1
71	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2011	3
71	2013	U-PRIVADA	55a60	100a475	0	0	PS	2012	5
71	2013	U-PRIVADA	55a60	475a500	0	0	MUN	2011	1
71	2013	U-PRIVADA	55a60	475a500	0	0	MUN	2012	2
71	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2012	4
71	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2012	3
71	2013	U-PRIVADA	55a60	S/I	0	0	PS	2008oAnterior	5
71	2013	U-PRIVADA	60a70	500a550	0	0	PS	2012	2
70	2013	IP	50a55	500a550	0	0	PS	2011	4
70	2013	IP	50a55	S/I	0	0	MUN	2009	4
70	2013	IP	50a55	S/I	0	0	MUN	2011	3
70	2013	U-CRUCH	60a70	600a700	0	0	PS	2008oAnterior	4
70	2013	U-PRIVADA	50a55	100a475	0	0	PS	2011	5
70	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2012	4
70	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2011	2
69	2013	CFT	55a60	S/I	0	0	MUN	2012	2
69	2013	IP	40a50	S/I	0	0	PS	2012	3
69	2013	IP	50a55	475a500	0	0	PS	2011	3
69	2013	IP	60a70	100a475	0	0	PS	2012	1
69	2013	U-CRUCH	50a55	475a500	0	0	PS	2012	3
69	2013	U-CRUCH	55a60	550a600	0	0	PS	2008oAnterior	2
69	2013	U-CRUCH	60a70	600a700	1	0	PS	2012	1
69	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2011	1
69	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2011	2
69	2013	U-PRIVADA	60a70	500a550	0	0	PS	2012	3
69	2013	U-PRIVADA	60a70	600a700	0	0	PS	2011	2
68	2013	CFT	50a55	S/I	0	0	PS	2009	3
68	2013	IP	40a50	S/I	0	0	PS	2009	3
68	2013	IP	50a55	S/I	0	0	PS	2011	4
68	2013	IP	60a70	100a475	0	0	PS	2011	1
68	2013	U-CRUCH	50a55	550a600	0	0	MUN	2012	1
68	2013	U-CRUCH	55a60	500a550	0	0	MUN	2011	3
68	2013	U-CRUCH	55a60	600a700	0	0	MUN	2012	5
68	2013	U-CRUCH	S/I	600a700			S/I	S/I	1
68	2013	U-PRIVADA	55a60	600a700	0	0	PS	2011	3
68	2013	U-PRIVADA	60a70	500a550	1	1	MUN	2012	1
68	2013	U-PRIVADA	60a70	600a700	0	0	PS	2012	3
68	2013	U-PRIVADA	S/I	550a600			S/I	S/I	3
67	2013	CFT	60a70	100a475	1	1	MUN	2012	2
67	2013	CFT	60a70	100a475	1	1	PS	2012	1
67	2013	IP	55a60	550a600	0	0	PS	2012	2
67	2013	U-CRUCH	50a55	500a550	0	0	MUN	2011	2
67	2013	U-CRUCH	50a55	550a600	0	0	PS	2011	4
67	2013	U-CRUCH	55a60	550a600	0	0	PS	2010	2
67	2013	U-CRUCH	60a70	500a550	0	0	PS	2011	3
67	2013	U-CRUCH	60a70	550a600	1	0	PS	2012	2
67	2013	U-CRUCH	60a70	600a700	0	0	PP	2011	5
67	2013	U-CRUCH	60a70	700a900	1	1	MUN	2012	2
67	2013	U-PRIVADA	50a55	500a550	0	0	PP	2012	5
67	2013	U-PRIVADA	55a60	100a475	0	0	PS	2011	1
67	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2011	3
67	2013	U-PRIVADA	60a70	600a700	0	0	PS	2011	5
66	2013	IP	50a55	100a475	0	0	PS	2010	3
66	2013	U-CRUCH	50a55	600a700	0	0	PS	2012	5
66	2013	U-CRUCH	60a70	500a550	0	0	MUN	2012	3
66	2013	U-CRUCH	60a70	500a550	1	1	MUN	2012	3
66	2013	U-CRUCH	S/I	S/I			S/I	S/I	1
66	2013	U-CRUCH	S/I	S/I			S/I	S/I	4
66	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2012	4
66	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2012	3
66	2013	U-PRIVADA	S/I	100a475			S/I	S/I	4
65	2013	IP	55a60	500a550	0	0	MUN	2012	2
65	2013	U-CRUCH	50a55	550a600	0	0	MUN	2012	2
65	2013	U-CRUCH	50a55	600a700	0	0	PS	2012	3
65	2013	U-CRUCH	55a60	600a700	0	0	PS	2010	2
65	2013	U-CRUCH	55a60	600a700	0	0	PS	2011	5
65	2013	U-PRIVADA	50a55	600a700	0	0	PS	2012	4
65	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2012	4
65	2013	U-PRIVADA	55a60	600a700	0	0	PP	2011	5
64	2013	CFT	40a50	100a475	0	0	MUN	2012	2
64	2013	CFT	55a60	500a550	0	0	PS	2012	2
64	2013	IP	55a60	S/I	0	0	MUN	2011	2
64	2013	U-CRUCH	50a55	500a550	0	0	MUN	2011	1
64	2013	U-CRUCH	60a70	600a700	0	0	MUN	2012	5
64	2013	U-PRIVADA	50a55	550a600	0	0	MUN	2012	3
64	2013	U-PRIVADA	60a70	550a600	1	1	PS	2012	3
64	2013	U-PRIVADA	S/I	100a475			S/I	S/I	2
64	2013	U-PRIVADA	S/I	500a550			S/I	S/I	1
64	2013	U-PRIVADA	S/I	550a600			S/I	S/I	4
63	2013	CFT	50a55	500a550	0	0	PS	2012	4
63	2013	CFT	55a60	500a550	0	0	MUN	2012	1
63	2013	IP	40a50	S/I	0	0	PS	2010	4
63	2013	IP	40a50	S/I	0	0	PS	2011	1
63	2013	IP	50a55	100a475	0	0	PS	2008oAnterior	1
63	2013	IP	55a60	100a475	0	0	MUN	2011	4
63	2013	IP	55a60	100a475	1	1	MUN	2012	1
63	2013	IP	55a60	100a475	1	1	PS	2012	1
63	2013	U-CRUCH	50a55	100a475	0	0	MUN	2012	1
63	2013	U-CRUCH	55a60	600a700	0	0	MUN	2011	3
63	2013	U-CRUCH	60a70	475a500	1	1	MUN	2012	1
63	2013	U-CRUCH	60a70	550a600	1	1	MUN	2012	4
63	2013	U-PRIVADA	50a55	475a500	0	0	MUN	2012	2
63	2013	U-PRIVADA	55a60	550a600	0	0	PP	2012	4
62	2013	CFT	50a55	S/I	0	0	MUN	2009	3
62	2013	CFT	50a55	S/I	0	0	MUN	2012	3
62	2013	CFT	50a55	S/I	0	0	PS	2012	3
62	2013	CFT	55a60	475a500	0	0	PS	2012	2
62	2013	IP	50a55	475a500	0	0	PS	2011	4
62	2013	IP	55a60	475a500	0	0	PS	2012	4
62	2013	IP	55a60	S/I	0	0	PS	2009	4
62	2013	U-CRUCH	S/I	550a600			S/I	S/I	4
62	2013	U-PRIVADA	50a55	500a550	0	0	PS	2010	2
62	2013	U-PRIVADA	55a60	100a475	0	0	PS	2011	2
62	2013	U-PRIVADA	55a60	475a500	0	0	PS	2012	5
62	2013	U-PRIVADA	60a70	600a700	0	0	PS	2011	3
61	2013	CFT	55a60	100a475	0	0	MUN	2011	3
61	2013	CFT	55a60	475a500	0	0	PS	2012	1
61	2013	CFT	55a60	S/I	0	0	MUN	2009	2
61	2013	CFT	60a70	100a475	0	0	MUN	2011	1
61	2013	U-CRUCH	50a55	475a500	0	0	PS	2012	4
61	2013	U-PRIVADA	55a60	475a500	0	0	PS	2011	1
61	2013	U-PRIVADA	60a70	600a700	0	0	PP	2012	4
60	2013	CFT	40a50	S/I	0	0	PS	2008oAnterior	2
60	2013	CFT	55a60	S/I	0	0	MUN	2011	1
60	2013	IP	50a55	100a475	0	0	PS	2008oAnterior	2
60	2013	IP	55a60	500a550	0	0	PS	2011	1
60	2013	IP	55a60	S/I	0	0	MUN	2008oAnterior	5
60	2013	U-CRUCH	50a55	100a475	0	0	PS	2012	1
60	2013	U-CRUCH	55a60	475a500	0	0	MUN	2012	2
60	2013	U-CRUCH	60a70	550a600	0	0	PS	2010	2
60	2013	U-CRUCH	60a70	700a900	1	1	MUN	2012	3
60	2013	U-PRIVADA	60a70	500a550	0	0	PS	2012	1
59	2013	CFT	50a55	S/I	0	0	PS	2011	3
59	2013	IP	S/I	500a550			S/I	S/I	2
59	2013	U-CRUCH	60a70	600a700	0	0	PS	2008oAnterior	1
59	2013	U-CRUCH	60a70	700a900	1	1	PS	2012	1
59	2013	U-PRIVADA	50a55	475a500	0	0	MUN	2011	2
59	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2008oAnterior	3
59	2013	U-PRIVADA	60a70	500a550	0	0	PS	2011	2
58	2013	CFT	50a55	S/I	0	0	PS	2009	4
58	2013	CFT	55a60	S/I	0	0	PS	2012	2
58	2013	CFT	S/I	100a475			S/I	S/I	3
58	2013	IP	40a50	S/I	0	0	PS	2011	2
58	2013	IP	55a60	550a600	0	0	PS	2012	4
58	2013	U-CRUCH	S/I	600a700			S/I	S/I	4
58	2013	U-PRIVADA	50a55	550a600	0	0	MUN	2012	2
58	2013	U-PRIVADA	50a55	S/I	0	0	PS	2010	4
58	2013	U-PRIVADA	55a60	100a475	0	0	PS	2011	3
58	2013	U-PRIVADA	55a60	475a500	0	0	PS	2011	4
58	2013	U-PRIVADA	55a60	600a700	0	0	PS	2012	1
58	2013	U-PRIVADA	60a70	100a475	1	1	MUN	2012	2
58	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2012	1
58	2013	U-PRIVADA	S/I	100a475			S/I	S/I	1
57	2013	CFT	40a50	S/I	0	0	PS	2008oAnterior	3
57	2013	IP	40a50	100a475	0	0	MUN	2011	3
57	2013	IP	50a55	100a475	0	0	MUN	2008oAnterior	1
57	2013	U-CRUCH	55a60	600a700	0	0	MUN	2011	4
57	2013	U-CRUCH	60a70	550a600	0	0	MUN	2012	4
57	2013	U-PRIVADA	50a55	475a500	0	0	MUN	2012	3
57	2013	U-PRIVADA	50a55	600a700	0	0	PP	2012	5
57	2013	U-PRIVADA	60a70	550a600	0	0	PS	2011	4
57	2013	U-PRIVADA	S/I	500a550			S/I	S/I	5
56	2013	CFT	50a55	475a500	0	0	PS	2012	4
56	2013	CFT	55a60	500a550	0	0	PS	2012	3
56	2013	IP	40a50	S/I	0	0	MUN	2010	2
56	2013	IP	50a55	100a475	0	0	PS	2009	2
56	2013	IP	55a60	550a600	0	0	PS	2012	1
56	2013	IP	55a60	S/I	0	0	MUN	2010	4
56	2013	IP	60a70	100a475	0	0	MUN	2011	2
56	2013	U-CRUCH	60a70	475a500	1	1	PS	2012	1
56	2013	U-CRUCH	60a70	500a550	1	0	MUN	2012	1
56	2013	U-CRUCH	60a70	550a600	0	0	MUN	2008oAnterior	1
56	2013	U-PRIVADA	50a55	475a500	0	0	MUN	2011	1
56	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2008oAnterior	4
56	2013	U-PRIVADA	60a70	500a550	0	0	PS	2012	4
55	2013	CFT	55a60	S/I	0	0	PS	2009	1
55	2013	CFT	60a70	S/I	0	0	MUN	2008oAnterior	2
55	2013	IP	40a50	S/I	0	0	MUN	2012	1
55	2013	IP	50a55	550a600	0	0	PS	2012	4
55	2013	U-CRUCH	60a70	600a700	0	0	PS	2010	3
55	2013	U-CRUCH	60a70	700a900	0	0	PS	2012	4
55	2013	U-PRIVADA	50a55	S/I	0	0	PS	2010	3
54	2013	CFT	40a50	S/I	0	0	MUN	2012	1
54	2013	CFT	55a60	S/I	0	0	PS	2011	1
54	2013	CFT	60a70	100a475	0	0	MUN	2012	2
54	2013	IP	40a50	S/I	0	0	PS	2008oAnterior	5
54	2013	IP	55a60	S/I	0	0	PS	2012	3
54	2013	IP	S/I	100a475			S/I	S/I	5
54	2013	U-CRUCH	50a55	S/I	0	0	MUN	2012	1
54	2013	U-CRUCH	55a60	600a700	0	0	PS	2008oAnterior	3
54	2013	U-CRUCH	60a70	500a550	0	0	PS	2012	5
54	2013	U-PRIVADA	50a55	550a600	0	0	MUN	2012	4
54	2013	U-PRIVADA	50a55	600a700	0	0	PS	2012	5
54	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2008oAnterior	2
54	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2011	1
54	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2012	2
54	2013	U-PRIVADA	60a70	550a600	0	0	PS	2011	1
54	2013	U-PRIVADA	S/I	475a500			S/I	S/I	3
53	2013	CFT	50a55	100a475	0	0	PS	2010	2
53	2013	CFT	55a60	475a500	0	0	MUN	2012	2
53	2013	CFT	55a60	S/I	0	0	PS	2009	2
53	2013	CFT	60a70	S/I	0	0	MUN	2008oAnterior	1
53	2013	IP	40a50	S/I	0	0	PS	2009	1
53	2013	IP	60a70	100a475	1	1	PS	2012	3
53	2012	IP	60a70	S/I	0	0	PS	2010	2
53	2013	U-CRUCH	55a60	550a600	0	0	PS	2008oAnterior	1
53	2013	U-CRUCH	60a70	500a550	1	1	PS	2012	4
53	2013	U-CRUCH	60a70	550a600	0	0	PS	2008oAnterior	2
53	2013	U-CRUCH	60a70	600a700	0	0	PS	2010	1
53	2013	U-CRUCH	60a70	700a900	0	0	PP	2011	5
53	2013	U-PRIVADA	40a50	100a475	0	0	PS	2012	3
53	2013	U-PRIVADA	40a50	100a475	0	0	PS	2012	4
53	2013	U-PRIVADA	50a55	550a600	0	0	PP	2012	4
53	2013	U-PRIVADA	55a60	100a475	0	0	MUN	2011	1
53	2013	U-PRIVADA	60a70	500a550	1	1	PS	2012	3
53	2013	U-PRIVADA	S/I	475a500			S/I	S/I	2
52	2013	IP	40a50	S/I	0	0	MUN	2010	1
52	2013	IP	50a55	100a475	0	0	MUN	2008oAnterior	3
52	2013	IP	50a55	S/I	0	0	PS	2010	5
52	2013	IP	55a60	100a475	1	0	PS	2012	1
52	2013	U-CRUCH	55a60	550a600	0	0	PS	2011	5
52	2013	U-CRUCH	60a70	550a600	1	1	PS	2012	5
52	2013	U-CRUCH	60a70	600a700	1	0	MUN	2012	2
52	2013	U-CRUCH	60a70	600a700	1	1	MUN	2012	5
52	2013	U-CRUCH	60a70	700a900	0	0	PS	2012	5
52	2013	U-CRUCH	S/I	600a700			S/I	S/I	
52	2013	U-PRIVADA	50a55	475a500	0	0	PS	2011	5
52	2013	U-PRIVADA	50a55	S/I	0	0	PS	2010	2
52	2013	U-PRIVADA	60a70	600a700	1	1	PS	2012	5
51	2013	CFT	50a55	100a475	0	0	MUN	2010	1
51	2013	CFT	50a55	475a500	0	0	MUN	2012	2
51	2013	IP	55a60	475a500	0	0	PS	2011	1
51	2013	IP	S/I	500a550			S/I	S/I	3
51	2013	U-CRUCH	50a55	600a700	0	0	PS	2011	3
51	2013	U-CRUCH	60a70	700a900	0	0	MUN	2012	3
51	2013	U-CRUCH	60a70	700a900	0	0	PP	2012	3
51	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2012	5
51	2013	U-PRIVADA	50a55	600a700	0	0	PS	2012	3
51	2013	U-PRIVADA	50a55	S/I	0	0	PS	2009	2
51	2013	U-PRIVADA	60a70	600a700	0	0	PP	2011	5
50	2013	CFT	50a55	475a500	0	0	MUN	2012	1
50	2013	CFT	55a60	100a475	0	0	PS	2011	4
50	2013	CFT	60a70	100a475	1	1	PS	2012	2
50	2013	CFT	60a70	S/I	0	0	PS	2008oAnterior	2
50	2013	IP	40a50	S/I	0	0	PS	2009	4
50	2013	IP	55a60	100a475	1	1	PS	2012	2
50	2013	IP	55a60	500a550	0	0	MUN	2011	2
50	2013	IP	60a70	100a475	1	1	MUN	2012	3
50	2013	IP	60a70	S/I	0	0	PS	2010	1
50	2013	U-CRUCH	55a60	100a475	0	0	MUN	2012	1
50	2013	U-CRUCH	60a70	700a900	0	0	PS	2011	3
50	2013	U-PRIVADA	40a50	100a475	0	0	PS	2012	1
50	2013	U-PRIVADA	50a55	S/I	0	0	PS	2008oAnterior	1
50	2013	U-PRIVADA	60a70	500a550	0	0	PS	2011	1
50	2013	U-PRIVADA	60a70	550a600	1	1	PS	2012	4
50	2013	U-PRIVADA	60a70	600a700	1	1	PS	2012	2
50	2013	U-PRIVADA	60a70	600a700	1	1	PS	2012	4
49	2013	CFT	50a55	100a475	0	0	MUN	2012	5
49	2013	IP	50a55	500a550	0	0	MUN	2012	3
49	2013	IP	55a60	500a550	0	0	MUN	2011	1
49	2013	IP	60a70	500a550	1	1	PS	2012	1
49	2013	U-CRUCH	50a55	100a475	0	0	PS	2012	2
49	2013	U-CRUCH	55a60	475a500	0	0	PS	2012	4
49	2013	U-CRUCH	55a60	600a700	0	0	MUN	2008oAnterior	2
49	2013	U-CRUCH	55a60	600a700	0	0	MUN	2011	1
49	2013	U-CRUCH	60a70	550a600	0	0	MUN	2008oAnterior	2
49	2013	U-CRUCH	60a70	600a700	0	0	MUN	2010	2
49	2013	U-CRUCH	60a70	600a700	0	0	PS	2010	4
49	2013	U-CRUCH	60a70	700a900	0	0	PS	2011	4
49	2013	U-PRIVADA	40a50	500a550	0	0	PS	2012	2
49	2013	U-PRIVADA	55a60	S/I	0	0	PS	2010	3
48	2012	CFT	40a50	S/I	0	0	MUN	2008oAnterior	1
48	2013	IP	40a50	S/I	0	0	MUN	2012	2
48	2013	IP	50a55	100a475	0	0	PS	2010	4
48	2013	IP	50a55	550a600	0	0	PS	2012	3
48	2013	IP	55a60	500a550	0	0	PS	2011	4
48	2013	IP	60a70	100a475	0	0	PS	2011	2
48	2013	IP	60a70	S/I	0	0	MUN	2010	2
48	2013	U-CRUCH	55a60	500a550	0	0	PS	2008oAnterior	2
48	2013	U-CRUCH	60a70	500a550	0	0	MUN	2012	4
48	2013	U-CRUCH	60a70	700a900	0	0	PS	2012	2
48	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2011	4
48	2013	U-PRIVADA	60a70	500a550	1	1	MUN	2012	2
48	2013	U-PRIVADA	60a70	700a900	0	0	PP	2012	5
48	2013	U-PRIVADA	S/I	475a500			S/I	S/I	1
47	2013	CFT	40a50	S/I	0	0	PS	2008oAnterior	4
47	2013	CFT	55a60	S/I	0	0	PS	2010	3
47	2013	CFT	60a70	S/I	0	0	MUN	2008oAnterior	3
47	2013	IP	50a55	100a475	0	0	MUN	2009	1
47	2013	IP	50a55	S/I	0	0	MUN	2011	4
47	2013	IP	S/I	500a550			S/I	S/I	4
47	2013	U-CRUCH	55a60	475a500	0	0	PS	2011	2
47	2013	U-CRUCH	55a60	550a600	0	0	PP	2012	4
47	2013	U-CRUCH	60a70	550a600	1	0	PS	2012	3
